Song_ID,Section,"Matrix Number (song #, take #)",Performer,Title of Track,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first listed is performer)","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S2818,16.158,42236-1,Aaron Lebedeff,"Reib, Moti Reib, fun ""Lebe",02/1922,,1922,NY,Em 13214,Emerson,Tenor & Orchestra,Louis Friedsell (director),Louis Friedsell (director),
S2819,16.158,10372/3/4,Aaron Lebedeff,Shuster Halt Sich Bei Dein Dratve,10/1922,,1922,NY,Vo 14485,Vocalion,Tenor & Orchestra,Joseph Cherniavsky (composer),,
S2820,16.158,10375/6/7,Aaron Lebedeff,Yiddishe Chestushkes,10/1922,,1922,NY,Vo 14485,Vocalion,Tenor & Orchestra,Cherniafsky (composer),Joseph Cherniavsky (composer),
S2821,16.158,1057/8/9,Aaron Lebedeff,Ich Bin A Border Bei Mein Weib,01/1923,,1923,NY,Vo 14502,Vocalion,Tenor & Orchestra,Rubin Doctor (composer); Abe Schwartz (director),"Rubin Doctor (composer), Abe Schwartz (director)",
S2822,16.158,10590/1,Aaron Lebedeff,Gegen A Weib Ken Men Kein Chucham Gur Nit Sein,01/1923,,1923,NY,Vo 14502,Vocalion,Tenor & Orchestra,Aaron Lebedeff (composer); Abe Schwartz (director),"Aaron Lebedeff (composer), Abe Schwartz (director)",
S2823,16.158,10815/6,Aaron Lebedeff,Peisach Zeit-Pesach Song,02/1923,,1923,NY,Vo 14521,Vocalion,Tenor & Orchestra,Rubin Doctor (composer); Abe Schwartz (director),"Rubin Doctor (composer), Abe Schwartz (director)",
S2824,16.158,10817/8/9,Aaron Lebedeff,A Malke Of Peisach,02/1923,,1923,NY,Vo 14521,Vocalion,Tenor & Orchestra,Louis Gilrod (composer); Abe Schwartz (director),"Louis Gilrod (composer), Abe Schwartz (director)",
S2825,16.158,10836/7/8,Aaron Lebedeff,Dudky Brat,02/1923,,1923,NY,Vo 14523,Vocalion,Tenor & Orchestra,Louis Gilrod & Herman Wohl (composers); Abe Schwartz (director,"Louis Gilrod (composer), Herman Wohl (composer), Abe Schwartz (director)",
S2826,16.158,10839/40/1,Aaron Lebedeff,"Ai, Ai, Wus Ich Hob Gewalt, Hob Ich Ousgefirt, from ""The Yankee Litvak""",02/1923,,1923,NY,Vo 14523,Vocalion,Tenor & Orchestra,Louis Gilrod & Herman Wohl (composers); Abe Schwartz (director,"Louis Gilrod (composer), Herman Wohl (composer), Abe Schwartz (director)",
S2827,16.158,11158/9/60,Aaron Lebedeff,"Ech Russia, from ""Yushke Kwat""",04/1923,,1923,NY,Vo 14560,Vocalion,Tenor & Orchestra,Aaron Lebedeff (composer); Herman Wohl (director),"Aaron Lebedeff (composer), Herman Wohl (director)",in Russian
S2828,16.158,11161/2,Aaron Lebedeff,"Tiflis, Tiflis, from ""Lufke Maladetz""",04/1923,,1923,NY,Vo 14560,Vocalion,Tenor & Orchestra,Aaron Lebedeff (composer); Herman Wohl (director),"Aaron Lebedeff (composer), Herman Wohl (director)",
S2829,16.158,20034,Aaron Lebedeff,Die Sumer Nacht,,Summer 1923,1923,NY,Vo 14605,Vocalion,Tenor,Lucomlin (composer),Lucomlin (composer),
S2830,16.158,20038,Aaron Lebedeff,Sie Hot Ess,,Summer 1923,1923,NY,Vo 14605,Vocalion,Tenor,Gilrod & Wohl (composers),"Louis Gilrod (composer), Herman Wohl (composer)",
S2831,16.158,11971/2,Aaron Lebedeff,Nit Bei Motien,09/1923,,1923,NY,Vo 14673,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",with Bessie Weisman
S2832,16.158,11973/4,Aaron Lebedeff,"Rumeinishe Feferlach, from ""The Roumanian Wedding""",09/1923,,1923,NY,Vo 14673,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",with Bessie Weisman
S2833,16.158,12131,Aaron Lebedeff,Bejentze,10/1923,,1923,NY,Vo 14720,Vocalion,Tenor & Orchestra,Peretz Sandler (director),Peretz Sandler (director),in Russian
S2834,16.158,12134,Aaron Lebedeff,Chotchesh Lubish Chotchesh Niet ,10/1923,,1923,NY,Vo 14720,Vocalion,Tenor & Orchestra,Peretz Sandler (director),Peretz Sandler (director),in Russian
S2835,16.158,12135/6,Aaron Lebedeff,Chane Breine,10/1923,,1923,NY,Vo 13003,Vocalion,Tenor & Orchestra,Smulewitz & Lebedeff (composers); Peretz Sandler (director),"Solomon Smulewitz (composer), Aaron Lebedeff (composer), Peretz Sandler (director)",
S2836,16.158,12144/5,Aaron Lebedeff,Alz For Gelt,10/1923,,1923,NY,Vo 13003,Vocalion,Tenor & Orchestra,Aaron Lebedeff (composer); Peretz Sandler (director),"Aaron Lebedeff (composer), Peretz Sandler (director)",
S2837,16.158,12146/7,Aaron Lebedeff,Weiber Agesund Of Eich,10/1923,,1923,NY,Vo 14699,Vocalion,Tenor & Orchestra,Rund (composer); Peretz Sandler (director),"Morris Rund (composer), Peretz Sandler (director)",
S2838,16.158,12148/9,Aaron Lebedeff,Moide Ani Raskazat,10/1923,,1923,NY,Vo 14699,Vocalion,Tenor & Orchestra,Rund (composer); Peretz Sandler (director),"Morris Rund (composer), Peretz Sandler (director)",
S2839,16.158,12259/60/1,Aaron Lebedeff,Mikitka,11/1923,,1923,NY,Vo 14711,Vocalion,Tenor & Orchestra,,,
S2840,16.158,12263,Aaron Lebedeff,Shabis Nuchin Kigel,11/1923,,1923,NY,Vo 14711,Vocalion,Tenor & Orchestra,L. Gilrod & Aaron Lebedeff (composers),"Aaron Lebedeff (composer), Louis Gilrod (composer)",
S2841,16.158,12264/5,Aaron Lebedeff,Wie Seinen Meine Siben Gute Yor,11/1923,,1923,NY,Vo 13005,Vocalion,Tenor & Orchestra,Meirowitz (composer),David Meyerowitz (composer),
S2842,16.158,12266/7/8,Aaron Lebedeff,Tutzi Mutzi,11/1923,,1923,NY,Vo 13005,Vocalion,Tenor & Orchestra,Gilrod (composer),Louis Gilrod (composer),
S2843,16.158,12546/7,Aaron Lebedeff,Mazel Tof Dir Mame,12/1923,,1923,NY,Vo 13008,Vocalion,Tenor & Orchestra,Rund (composer),Morris Rund (composer),
S2844,16.158,12548/9/50,Aaron Lebedeff,Die Grine Lina,12/1923,,1923,NY,Vo 13006,Vocalion,Tenor & Orchestra,Gilrod (composer),Louis Gilrod (composer),
S2845,16.158,12551/2/3,Aaron Lebedeff,Oi Is Dus A Rebezin,12/1923,,1923,NY,"Vo 13006, Guardsman 6038",Vocalion*,Tenor & Orchestra,King (composer),King (composer),as Joseph Cohen
S2846,16.158,12680/1,Aaron Lebedeff,Sis A Kirzer Veig-Moralishe Lied,1/1924,,1924,NY,Vo 13007,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2847,16.158,12682/3/4,Aaron Lebedeff,Es Geit Vie Geshmirt,1/1924,,1924,NY,Vo 13007,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2848,16.158,12806/7,Aaron Lebedeff,Siben Techter,02/1924,,1924,NY,Vo 13008,Vocalion,Tenor & Orchestra,Rund (composer),Morris Rund (composer),
S2849,16.158,12808/9,Aaron Lebedeff,Oif In Untenen Bord Walk,02/1924,,1924,NY,Vo 13009,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2850,16.158,12810/1/2,Aaron Lebedeff,Ot Asoi Fieft Men Un A Taten,02/1924,,1924,NY,Vo 13009,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2851,16.158,13042/3,Aaron Lebedeff,"Blimelach Zwei, from ""Mendel In Japan""",04/1924,,1924,NY,Vo 13011,Vocalion,Tenor & Orchestra,,,
S2852,16.158,13044/5,Aaron Lebedeff,"Tate Di Lachst Es Weh Is Dein Gelecter, from ""Mendel In Japan""",04/1924,,1924,NY,Vo 13011,Vocalion,Tenor & Orchestra,,,
S2853,16.158,13046/7,Aaron Lebedeff,Iko Miko-Japanezeshe Chestushkis,04/1924,,1924,NY,Vo 13015,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2854,16.158,13173/4,Aaron Lebedeff,Ver A Taten Hot-Ysim Song,04/1924,,1924,NY,Vo 13015,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2855,16.158,13175/6,Aaron Lebedeff,Moishe Mach Es Noch A Mol,04/1924,,1924,NY,Vo 13014,Vocalion,Tenor & Orchestra,H. Kanapof (composer),H. Kanapof (composer),
S2856,16.158,13177/8/9,Aaron Lebedeff,Der Trombenik,04/1924,,1924,NY,Vo 13014,Vocalion,Tenor & Orchestra,Nager & Goldstein (composers),"H. Nager (composer), Morris Goldstein (composer)",
S2857,16.158,13464/5,Aaron Lebedeff,Oi Geshpielt,08/1924,,1924,NY,Vo 13021,Vocalion,Tenor & Orchestra,Meyerovitz (composer),David Meyerowitz (composer),
S2858,16.158,13633/4,Aaron Lebedeff,When Der Shoifer Blost,08/29/1924,,1924,NY,Vo 13019,Vocalion,Tenor & Orchestra,Gilrod & Lebedeff (composers),"Aaron Lebedeff (composer), Louis Gilrod (composer)",
S2859,16.158,13635/6,Aaron Lebedeff,Oif Dem Neiem Yor,08/29/1924,,1924,NY,Vo 13019,Vocalion,Tenor & Orchestra,Gilrod & Lebedeff (composers),"Aaron Lebedeff (composer), Louis Gilrod (composer)",
S2860,16.158,13892/3/4,Aaron Lebedeff,Kavkaz,10/1924,,1924,NY,Vo 13020,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2861,16.158,13895/6,Aaron Lebedeff,Los Deine Sorgen Of Ibermorgen,10/1924,,1924,NY,Vo 13021,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2862,16.158,13897/8,Aaron Lebedeff,Oi Vet Er Krigen Geshmisen,10/1924,,1924,NY,Vo 13020,Vocalion,Tenor & Orchestra,Gilrod & Sandler (composers),"Peretz Sandler (composer), Louis Gilrod (composer)",
S2863,16.158,"14078/9, 176/7W",Aaron Lebedeff,"Dos Vos Du Shest, Klein Gliken Hob Ich Dir Nit Zugesogt",12/24/1924,,1924,NY,Vo 13022,Vocalion,Tenor & Orchestra,Sandler (composer),Peretz Sandler (composer),
S2864,16.158,"14080/1, 178/9W",Aaron Lebedeff,"Sei Nit Broiges, Shendele",12/24/1924,,1924,NY,Vo 13022,Vocalion,Tenor & Orchestra,Rund (composer),Morris Rund (composer),
S2865,16.158,318/9/20W,Aaron Lebedeff,Naches Fun Kinder,02/03/1925,,1924,NY,Vo 13023,Vocalion,Tenor & Orchestra,L. Gilrod (w); P. Sandler (m); Peretz Sandler (director),"Louis Gilrod (words), Peretz Sandler (music), Peretz Sandler (director)",10-man orchestra
S2866,16.158,321/2/3W,Aaron Lebedeff,Oy Gewald Vi Derlebt Men Dus,02/03/1925,,1924,NY,Vo 13023,Vocalion,Tenor & Orchestra,L. Gilrod (w); P. Sandler (m); Peretz Sandler (director),"Louis Gilrod (words), Peretz Sandler (music), Peretz Sandler (director)",10-man orchestra
S2867,16.158,324/5W,Aaron Lebedeff,Der Frehlicher Rumener,02/03/1925,,1924,NY,"Vo 13024, 13026, Guardsman 1360",Vocalion*,Tenor & Orchestra,Aaron Lebedeff (composer); Peretz Sandler (director),"Aaron Lebedeff (composer), Peretz Sandler (director)",10-man orchestra
S2868,16.158,435/6/7W,Aaron Lebedeff,"A Frehlichs Zu Der Chasene (Wedding Dance), from ""The Three Brides""",02/25/1925,,1925,NY,Vo 13025,Vocalion,"Tenor, Orchestra, Chorus ",L. Gilrod (w); P. Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)","10-man orchestra, chorus: 4 women, 2 men"
S2869,16.158,438/9W,Aaron Lebedeff,Der Frehlicher Yom Tov Pesach (Merry Holiday Of Passover),02/25/1925,,1925,NY,"Vo 13024, 13026, Guardsman 1360",Vocalion*,Tenor & Orchestra,Aaron Lebedeff (composer),Aaron Lebedeff (composer),10-man orchestra
S2870,16.158,440/1/2W,Aaron Lebedeff,Take Your Time,02/25/1925,,1925,NY,Vo 13028,Vocalion,Tenor & Orchestra ,L. Gilrod (w); P. Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",10-man orchestra
S2871,16.158,742/3/4W,Aaron Lebedeff,"Die, Nur Die Alein (You, Only You)",04/21/1925,,1925,NY,Vo 13028,Vocalion,Tenor & Orchestra ,L. Gilrod (w); P. Sandler (m); Peretz Sandler (director),"Louis Gilrod (words), Peretz Sandler (music), Peretz Sandler (director)",10-man orchestra
S2872,16.158,745/6/7W,Aaron Lebedeff,A Heim In Palestina (A Home In Palestina),04/21/1925,,1925,NY,Vo 13028,Vocalion,Tenor & Orchestra ,L. Gilrod (w); P. Sandler (m); Peretz Sandler (director),"Louis Gilrod (words), Peretz Sandler (music), Peretz Sandler (director)",10-man orchestra
S2873,16.158,748/9W,Aaron Lebedeff,Vie Nemt Men Sein Heim Yetz Zurick (I Wish I Were Back Home Again),04/21/1925,,1925,NY,Vo 13029,Vocalion,Tenor & Orchestra ,Morris Rund (w); Aaron Lebedeff (m); Peretz Sandler (director),"Morris Rund (words), Aaron Lebedeff (music), Peretz Sandler (director)",10-man orchestra
S2874,16.158,761/2/3W,Aaron Lebedeff,Oh Katharina (Walk Around) - One Step,04/29/1925,,1925,NY,Vo 13027,Vocalion,Tenor & Orchestra ,L. Wolfe Gilvery (w); Richard Fall (m),"L. Wolfe Gilbert (words), Richard Fall (music)",10-man orchestra
S2875,16.158,764/5/6W,Aaron Lebedeff,Lechaim (A Toast),04/29/1925,,1925,NY,Vo 13026,Vocalion,Tenor & Orchestra,L. Gilrod (w); P. Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",10-man orchestra
S2876,16.158,767/8/9W,Aaron Lebedeff,"As Me Seht Mit Trehren Schmeidt Men Mit Gesang (When You Sow With Tears, You Reap With Song)",04/29/1925,,1925,NY,Vo 13027,Vocalion,Tenor & Orchestra,L. Gilrod (w); P. Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",10-man orchestra
S2877,16.158,804/5/6W,Aaron Lebedeff,Jum Jum,05/14/1925,,1925,NY,Vo 13030,Vocalion,Tenor & Orchestra ,Aaron Lebedeff (composer),Aaron Lebedeff (composer),10-man orchestra
S2878,16.158,807/8/9W,Aaron Lebedeff,Der Kosherer Korben (The Kosher Sacrifice),05/14/1925,,1925,NY,Vo 13030,Vocalion,Tenor & Orchestra ,Aaron Lebedeff (composer),Aaron Lebedeff (composer),10-man orchestra
S2879,16.158,810/1/2W,Aaron Lebedeff,Slutzk Mein Shtetele (Slutzk My Home Town),05/14/1925,,1925,NY,Vo 13029,Vocalion,Tenor & Orchestra ,Aaron Lebedeff (composer),Aaron Lebedeff (composer),10-man orchestra
S2880,16.158,1504/5/6/7W,Aaron Lebedeff,Die Meidlach Von A Mohl (The Girls Of Yesterday),10/16/1925,,1925,NY,Vo rej,Vocalion,Tenor & Orchestra ,L. Gilrod (w); P. Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",10-man orchestra
S2881,16.158,1508/9/10W,Aaron Lebedeff,Iber Gemacht (Made Over),10/16/1925,,1925,NY,Vo rej,Vocalion,Tenor & Orchestra ,L. Gilrod (w); P. Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",10-man orchestra
S2882,16.158,E 1819/20/1,Aaron Lebedeff,Iber Gemacht (Made Over),11/05/1925,,1925,NY,Vo 13031,Vocalion,Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m & director),"Louis Gilrod (words), Peretz Sandler (music), Peretz Sandler (director)",
S2883,16.158,E 1822/3/4W,Aaron Lebedeff,Dort Vie Libe Dort Is Glik,11/05/1925,,1925,NY,Vo 13033,Vocalion,Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m & director),"Louis Gilrod (words), Peretz Sandler (music), Peretz Sandler (director)",
S2884,16.158,E 1825/6/7W,Aaron Lebedeff,Die Meidlach Von Amohl (The Girls Of Yesterday),11/05/1925,,1925,NY,Vo 13031,Vocalion,Tenor & Orchestra,Louis Gilrod & Herman Wohl (composers); Peretz Sandler (director),"Louis Gilrod (words), Herman Wohl (music), Peretz Sandler (director)",
S2885,16.158,E 1873/4/5/9W,Aaron Lebedeff,Models Fin Libe (Models Of Love),12/02/1925,,1925,NY,Vo 13032,Vocalion,Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2886,16.158,E 1876W,Aaron Lebedeff,Meidlach - I Love You Just The Same,12/02/1925,,1925,NY,Vo 13032,Vocalion,Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2887,16.158,E 1877/8W,Aaron Lebedeff,Upgeshikt Oi Tnuim (The Broken Engagement),12/02/1925,,1925,NY,Vo 13033,Vocalion,Tenor & Orchestra,M. Rund (composer),Morris Rund (composer),
S2888,16.158,"E 2389/90W, E 26102/3",Aaron Lebedeff,"Oi Mama, Shlug Mich Nit (Oh Mama, Don't Hit Me)",02/08/1926,,1926,NY,"Vo 13035, Br 67056, A7747","Vocalion, Brunswick",Tenor & Orchestra,M. Rund (w); A. Lebedeff (m); Peretz Sandler (director),"Morris Rund (words), Aaron Lebedeff (music), Peretz Sandler (director)",10-man orchestra
S2889,16.158,E 2392/4W,Aaron Lebedeff,Ruchel (Rachel),02/08/1926,,1926,NY,"Vo 13035, Br 67056, A7747","Vocalion, Brunswick",Tenor & Orchestra ,A. Lebedeff (composer); Peretz Sandler (director),"Aaron Lebedeff (composer), Peretz Sandler (director)",10-man orchestra
S2890,16.158,E 2395W,Aaron Lebedeff,Just One Girl,02/08/1926,,1926,NY,Vo 13034,Vocalion,Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m & director),"Louis Gilrod (words), Peretz Sandler (music), Peretz Sandler (director)",10-man orchestra
S2891,16.158,E 2443/4W,Aaron Lebedeff,A Lesson In Liebe (A Lesson In Love),02/15/1926,,1926,NY,Vo 13034,Vocalion,Tenor & Orchestra ,J. Tanzman (w); Alex Olshanetsky (m),"Joseph I. Tanzman (words), Alexander Olshanetsky (music)",10-man orchestra
S2892,16.158,E 2445/6W,Aaron Lebedeff,"Mehdele Shehns, Mehdele Feins",02/15/1926,,1926,NY,Vo 13036,Vocalion,Tenor & Orchestra ,Louis Gilrod (w); Alex Olshanetsky (m),"Louis Gilrod (words), Alexander Olshanetsky (music)",10-man orchestra
S2893,16.158,E 2447/8W,Aaron Lebedeff,Odeser Liedel,02/15/1926,,1926,NY,Vo 13036,Vocalion,Tenor & Orchestra,J. Tanzman (w); Alex Olshanetsky (m),"Joseph I. Tanzman (words), Alexander Olshanetsky (music)",10-man orchestra
S2894,16.158,"E 2743/4W, E 26109/10",Aaron Lebedeff,"Sorg Nit, Mama (Don't Worry, Mama)",04/13/1926,,1926,NY,"Vo 13038, Br 67057","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",10-man orchestra
S2895,16.158,E 2745/6/7W,Aaron Lebedeff,Hop Tshey Gezint (Sneeze God Bless You),04/13/1926,,1926,NY,Vo 13037,Vocalion,Tenor & Orchestra ,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",10-man orchestra
S2896,16.158,E 2748/9/50W,Aaron Lebedeff,Mikitka,04/13/1926,,1926,NY,Vo 13037,Vocalion,Tenor & Orchestra ,,,10-man orchestra
S2897,16.158,"E 3259W, E 26111",Aaron Lebedeff,In Odess (In Odessa),06/23/1926,,1926,NY,"Vo 13039, Br 67058, A7749","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2898,16.158,"E 3264W, E 26116",Aaron Lebedeff,Odesser Hora,06/23/1926,,1926,NY,"Vo 13039, Br 67058, A7749","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2899,16.158,"E 3265/6W, E 26117/8",Aaron Lebedeff,Yukel Mit Sein Ukulele (Yukel And His Ukulele),06/23/1926,,1926,NY,"Vo 13038, Br 67057","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (composer),Louis Gilrod (composer),
S2900,16.158,"E 3680/1W, E 26123/4",Aaron Lebedeff,Mein Ziser Malechel (My Sweet Angel),09/07/1926,,1926,NY,"Vo 13041, Br 67060","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2901,16.158,"E 3682/3W, E 26125/6",Aaron Lebedeff,"Syomka, Der Soldat (Syomka, The Soldier)",09/07/1926,,1926,NY,"Vo 13041, Br 67060","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2902,16.158,"E 3685W, E 26128",Aaron Lebedeff,Hot Dogs And Knishes,09/07/1926,,1926,NY,"Vo 13042, Br 67061","Vocalion, Brunswick",Tenor & Orchestra,A. Lebedeff (composer),Aaron Lebedeff (composer),
S2903,16.158,"E 40301W, E 26130",Aaron Lebedeff,Yiddish Yiddish Yiddish,11/03/1926,,1926,NY,"Vo 13043, Br 67062","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2904,16.158,"E 4031W, E 26131",Aaron Lebedeff,Syomka Wert A Chusen (Syomka Becomes A Groom),11/03/1926,,1926,NY,"Vo 13043, Br 67062","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2905,16.158,"E 4033W, E 26133",Aaron Lebedeff,Mein Velvele,11/03/1926,,1926,NY,"Vo 13042, Br 67061","Vocalion, Brunswick",Tenor & Orchestra,A. Lebedeff (composer),Aaron Lebedeff (composer),
S2906,16.158,"E 4266W, E 26135",Aaron Lebedeff,Weit Fun Der Heim (Far Away From Home),12/21/1926,,1926,NY,"Vo 13044, Br 67063","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2907,16.158,"E 4268W, E 26137",Aaron Lebedeff,"Far Dir, Lube Mein (For You, My Love)",12/21/1926,,1926,NY,"Vo 13044, Br 67063","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); Peretz Sandler (m),"Louis Gilrod (words), Peretz Sandler (music)",
S2908,16.158,"E 4271W, E 26140",Aaron Lebedeff,"Mamele Sis Gesehn A Dramele (Mama, I Saw A Drama)",12/21/1926,,1926,NY,"Vo 13045, Br 67064","Vocalion, Brunswick",Tenor & Orchestra,A. Lebedeff (composer),Aaron Lebedeff (composer),
S2909,16.158,"E 4535W, E 26142",Aaron Lebedeff,A Gite Heim (Home Sweet Home),02/08/1927,,1927,NY,"Vo 13046, Br 67065","Vocalion, Brunswick",Tenor & Orchestra,Alex Olshanetsky (composer),Alexander Olshanetsky (composer),
S2910,16.158,"E 4538W, E 26145",Aaron Lebedeff,Zirele Mirele,02/08/1927,,1927,NY,"Vo 13045, Br 67064","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (composer),Louis Gilrod (composer),
S2911,16.158,"E 4540W, E 26147",Aaron Lebedeff,Iches Zi Alde Riches (Nothing In Boasting),02/08/1927,,1927,NY,"Vo 13046, Br 67065","Vocalion, Brunswick",Tenor & Orchestra,A. Lebedeff (composer),Aaron Lebedeff (composer),
S2912,16.158,"E 4804W, E 26149",Aaron Lebedeff,Oo La La,04/12/1927,,1927,NY,"Vo 13047, Br 67066","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); S. Secunda (m),"Louis Gilrod (words), Sholom Secunda (music)",
S2913,16.158,"E 4806W, E 26151",Aaron Lebedeff,In Der South,04/12/1927,,1927,NY,"Vo 13047, Br 67066","Vocalion, Brunswick",Tenor & Orchestra,J. Jacobs (w); Alex Olshanetsky (m),"Jacob Jacobs (words), Alexander Olshanetsky (music)",
S2914,16.158,"E 4808W, E 26153",Aaron Lebedeff,Laeika Fun Lakewood,04/12/1927,,1927,NY,"Vo 13048, Br 67067, A7752","Vocalion, Brunswick",Tenor & Orchestra,Louis Gilrod (w); A. Lebedeff (m),"Louis Gilrod (words), Aaron Lebedeff (music)",
S2915,16.158,"E 5062W, E 26186",Aaron Lebedeff,Roumanische Karnatzlach (Roumanian Gathering),05/16/1927,,1927,NY,"Vo 13048, Br 67067, A 7752","Vocalion, Brunswick",Tenor & Orchestra,A. Lebedeff (composer),Aaron Lebedeff (composer),
S2916,16.158,"E 5064W, E 26188",Aaron Lebedeff,Erlich Sein (To Be Honest),05/16/1927,,1927,NY,"Vo 13050, Br 67069","Vocalion, Brunswick",Tenor & Orchestra,Philip Laskowsky (composer),Philip Laskowsky (composer),
S2917,16.158,"E 5066W, E 26190",Aaron Lebedeff,Wos Mein Mama Hot Gesugt (What My Mother Said),05/16/1927,,1927,NY,"Vo 13050, Br 67069","Vocalion, Brunswick",Tenor & Orchestra,Joseph Tanzman (composer),Joseph I. Tanzman (composer),
