NAME
Simon Tenovsky Orchestra
"Corman, William"
"Belarsky, Sidor/Weiner, Lazar"
"Besuner, Pearl/Segal, Roberta"
"Birnbaum, Louis, tenor"
"Braun, Leonard"
"Elman, Mischa"
Free Synagogue Choir and Soloi
"Friedman, Maurice"
"Gladstone, Yitshak"
Heb. Folklore Sinfonietta
"Heifetz, Jascha"
"Hershman, Cantor Mordkhe"
"Hoffman, Anna"
"Hollender, N."
"Horlick, Harry and his Orch."
"Jacobson Bros. (Hymie, Irving)"
Jewish Orchestra
"Juvelier, Kalman"
"Kadimah Group, Hadassah"
"Kessler, David"
"Kurtzer, Khazente Sophie"
"Kwartin, Hazzan Zavel"
"Kwartin, Khazn Zavel"
"Levin, Lucy"
Naftule Brandwein's Orch.
Oscar Julius Quartet
"Ossovitzky, Simon"
"Paskel, S."
"Paskel, Simon (w/orch.)"
"Paskel, Simon, Tenor"
"Paskel, Simon/Schreiner, E."
"Putterman, David and Choir"
"Rekhtzayt, Seymour"
"Rosen, Emil, Cantor"
"Rosenstein, Abraham"
Russkyj Narodnyj Orkestr
"Silbert, Jacob"
"Szigete, Joseph/Farkas, Andor"
"Tully, Lee"
Bernie Share Orch
"Weissman, Bessie"
"Zeidman, Benny, baritone"
"Kipnis, Alexander"
"Zehgut, Oscar"
"Rosenstein A./Fishsohn, A."
"Silverman, A., Paskel, Simon"
"Birnbaum, Minnie, soprano"
"Lubin, Annie, soprano"
The Ravens
"Intnatl Novelty Orch & Hall,A."
"Cohan, Charlie"
"Grossman, Irving, tenor"
"Prager, R & Juvelier, Kalmen"
Meyerowitz & Feldman
"Kimelman, Jack, baritone"
"Tokarenko, Mr & Mrs J."
Yidishe Orch
Little Russian Chorus
Rumenishe Kapelye
Arthur Pryors Band
"Rosenstein, A./ Guttmann, J."
"Weisman, Bessie"
"Ziegenlaub, William"
Yosef Rumshinsky Orkestar
"Wagner, Cantor George"
Benny Bell
"Bell, Benny & His Agony Trio"
"Rosenstein. A - Medoff, David"
"Kalisch, L. (Lemberg)"
Jewish Comedians& Schwartz Orc
"Casman, Nellie, soprano"
"Mikhalesko M & Lubritzky, F."
"Fishbein, B & E. Mintz"
"Zwerling, Yetta"
"Lavenda, Pinkhes"
"Jacobson, H.& Peni Kubersky ?"
"Borenstein, Pinkhes"
"Reissmann, H. I.- Kalisch, L."
"Duff, Joseph, tenor"
"Bloom, D.H."
"Rosenberg, Emanuel"
Heidy
"Alfred, Jean"
Radio Aces/ Ray Carter & Orch
"Weismann, G.Z."
"State Gypsy Theatre ""Romany"""
Dance Red Banner Ensemble USSR
"Young, Victor Orchestra"
"Jacobsons, Hymie Orch"
"Brandwine, Naftule Orchester"
"Goldstein, Jennie, soprano"
"Rosenstein, Abraham, tenor"
"Kasten Sam - Feldman, Joe"
Rothstein Velvele
"Sierodzki, Herman"
"Finkle, Lucy & Robyn, William"
Begelman Sisters & Rekhtsayt
"Violin,Harp,Flute/Kanevsky,M."
"Waisman, Herman/Fr Karlik etc"
Internat'l Orkester
"Paskel, Simon/Goldstein, M."
"Lewis, Ted & Orch"
"Simon, May"
"Rubin, R & Ziegenlaub, W."
"Kaufman, Irving & Music Schmos"
"Logan, Ella"
"Blank, Leon-Juvalier, Kalmen"
"Whiteman, Paul & Orch"
Rusky Narody Orkiestr
"Rosenberg, Josef/Schor, Salo"
"Prager,Regina/Juvelier, Kalmen"
"Silverstein, Alex, tenor"
"Brandwine, Naftule"
"Shreiner, Estelle"
Begelman (Barry) Sisters
"Marshall, Eddie"
Jewish Orchestra/R. Rubin
"Dudik, Samko"
"Paskel, Simon/Feldman, J..."
Phila Symphony Orch
Rusishe-Yidishe Orkester
"Aronovitz, Zvi"
"Gafni, Miklos"
Lt. Jos. Frankel's Orch. and..
"Tsiganoff, Misha"
"Schorr, Cantor Israel"
"Goldinberg, Samuel"
"Silverstein, Alex"
"Gingold, Sara"
"Mikhalesko, Mikhl/Weisman, B."
"Shilsky, Khazn Yosele"
"Birentsvayg, Khazn Joseph"
"Gentile, Pietro"
"Rekhtsayt, Seymour, tenor"
"Czernowski, Khazn David"
"Liebowitz, Max"
"Wilder, Cantor"
"Shapiro, Cantor Mordecai"
Begelman Sisters
"Eisendrath, Rabbi Maurice M."
"Lechner, Frederick, Cantor"
70th Anniversary Choir
"Lechner, Khazn F./Shapiro,Kh.A"
"Rosen, Kh.E/Lechner, Kh. F."
"Rosen, Kh. E/Shapiro, Kh. A."
"Rothstein, Cantor Shloymele"
"Kenig, Betty"
"Feld, Harry"
"R. Rubin, Ziegenlaub, W.(duet"
Lt. Jos. Frankel's Orch.
"Wilder, Kh. W.(w/choir)"
"Musiker, Sam and His Orch."
"Borensztein, Pincus"
Vilner Shtot Teater Orkester
"Goldberg, Rubin"
"Kasten, Sam (w/orch.)"
Rusish-Yidishe Orch.
The Jewish Comedians
"Weissmann, Hermann/Fr. Glaser"
"Bernard, Barney"
"Rosenshak, Nahen (w/orch.)"
HaZamir Children's Chorus
HaZamir Singers of Tel Aviv
"Gold, Lou and Orch."
"Cantor, Eddie/Kaufman, Irving"
"Lyubimo, S./Privaskaya, Z."
"Tal, Sidi/Lerner, D. (piano)"
"McCready, Leslie/Aronowitz, Z."
"Shocken, Yosefa/Gorin, Paolo"
"Paamoni/Cohen, Zipora"
"Cohen, Z./Haganah Men's Qu."
"Shocken, Yosefa/Pollak, Josef"
Tel Aviv Opera Chorus
"Gorin, Paolo"
"Wilkomirsky, A./Abbateynu"
"Wilkomirsky, A./Mitamare, E."
"Mitamare, Elly/Glants, Leyb"
"Braslau, Sophie"
"Rosenshteyn, H."
"Buttons, Red"
"Fairbanks, B., and His Music"
Espe Musette Orch.
"Cortului, C, Logojana, A."
Russky Narodny Orkestr...
"Brandwein, Naftule/W.Orch."
"Melnikoff, Vasily/Dimitri, M."
"Feldman, Joseph (w/chor.,orch."
"Paskel, S. (w/orch.)"
Prince's Orch. & other
"Avigdori-Fershko, K. and S."
"Avigdori Fershko, K. and S."
"Goldstein, Gus, comedian"
Isr. Folk Dance Orch./Elyakum
"Lillian, I., Gilrod, L."
"Goldstein, Lina/Brajtman, P."
"Shilkret, Nat, and Victor Orch"
"Berg, Sam"
"Jewish Orch.-Goldstein, Morris"
"Inst: Violin, Tsimbel"
"Gorodinsky, Noy and His Gypsy."
Kirilof's Rusishe Balalayke...
Lieut. Jos. Frankel's Orch.
Anpatiou/Anastopoulos
"Gentile, Pietro/Venuti, Joe"
"Mischeloff, Maurice/Feldman,J."
Brandwein/Schwartz
D. Kornienko Ens.
"Lewis, Milton"
"Lax, Abe"
"Kusevitsky, Cantor Moshe"
"Chernow, Jay & His Hi-hats En"
"Robyn, William/Finkle, Lucy"
"Robyn, William/Hoffman, Anna"
"Mateescu, F."
Whistling Solo
Bagelman (Barry) Sisters
"Goldstone, Isaak"
"Walters, Isobel"
"Maisels, Saul"
"Wolff, Cantor B."
Leibowitz/Friedman
"Y'halomi, Boris, and Band"
"Goldstein, Gus/Gold, Clara"
Orchestra Rumania
"Nathanson, Julius"
"German, Lucy/Gold, L./Dubinsky"
"Weinberg, Sasha"
"Cohan, Charles (w/orch.)"
"Schonburg, I."
"Zweibel-Goldstein, Frida"
Steif/Deutsch/Guttmann
"Weissmann, Hermann"
"Gold, Clara"
Nuselska Kapela Selska
Victor Military Band
"Hershfield, Harry"
"Silver, Monroe"
Zarkevich Russ.Balalaika Orch.
Piatnitsky Women's Ensemble
Russky Narodny Orch.
Atlantic Orch.
"Soorkis, Moyshele"
Lyubimov/Zhak/Fibikh/Belenkaya
Applebaum/Freidenberg/...
Applebaum/Kukles
Instr. Ensemble
Golubeva/Shpargel/Korchin
"Tal, Sidi/Lerner, D.M."
"Stramer, Solomon"
"Simonoff, Frances"
Phila. Symphony Orch.
"White, Eddie/Kopp, Howard"
"Goldstein, Gus/Gold, Clara/..."
"Jacobson, Rev. Jos."
Jacob Medvedieff Trio
"Tuchman, Elizabeth"
"Lajos, Hegedos"
Guttman and Chorus
"Gross, Hirsh"
"Levitt, Jack"
"Drutin, Moe"
"Margulies, Benny"
"Heller, Sam"
"Lustig, Harry"
"Shuster, Hymie"
"Constantinofsky, Abe"
"Griess, Leiser"
Oriental Orchestra
"Greenberg, Philip"
"Russkij Okestr ""Novinke"""
"Hall, Arthur"
Jewish Russian Orchestra
Mr. And Mrs. Karp
"Spencer, Nat"
"Katz, Mickey and his Kosher Jammers"
Harry Horlick & His Orchestra
International Novelty Orchestra
"Badin, M."
"van Oort, Mariejan"
"Verheijen, Jacques"
"Mendelssohn, Vladimir"
Benkshaft String Quartet
"Bouws, Jara"
"Huser, Anne"
"den Herder, Maartje-Marie"
"Kendis, James"
"Rice, Gitz"
"Kaplan, A. E."
"Novikova, K. M."
"Zaharov, V."
"Kozmin, P. M."
"Freedman, Sarah Berger"
"Berger, Sarah"
"Freedman, Robert"
"Troshin, V. K."
"Knushevitski, V. N."
"Spivack, E."
Louis Friedsell Orchestra
"Bodkin, Celia"
"Schwartz, Morris"
NY Yiddish Art Theatre Chorus
"Altman, Hyman"
"Kamern/Kamenetsky, Joseph"
"Deganit, Lea"
"Braslav, Sophie"
"Bourdon, Rosario"
"Jacobs, Betty"
"Rubin, Rose"
"Brooks, M."
"Lambert, Eddie"
"Jimenez, Homero"
"Hayman, Joe"
"Duprez, Fred"
Ohab Zedek Choir
Goldin Hebrew Quartet
No Name Given
"Hernn, Rosa Bruhund"
"Shilling, S."
Warshau
"Ariza, Hillario"
Prizant (Prizament?)
Seidel Rovner's Choir
"Klein, Rafael Mendez"
"Zentner, Sy"
"Breen, Larry"
"Ordiman, Monica"
"Schoebel, Elmer"
"Meyers, Billy"
"Pettis, Jack"
"Singer, Lewis"
"Gill, Benny"
"Klein, Emmanuel"
"Ben Tsion, Ben"
"Miller, Rabbi Yankel"
Der Ganser Gang
"Mills, Shirley"
"Drake, Marty"
"Tauber, Ruth"
"Russo, Dan"
"Erdman, Ernie"
"Kahn, Gus"
"Fio Rito, Ted"
"David, Mack"
"Hoffman, Al"
"Livingston, Jay"
"Lange, Johnny"
"Heath, Hy"
"Betti, Henri"
"Scott, Winfield"
Unknown
"Diner, Harold"
"DeRosa, Vince"
"Jacob, Jules"
"Bercov, Morris"
"Howard, Terry"
"Webb, Champ"
"Hansell, Ralph"
"Sherman, Ray"
"Gaines, Earl"
"Raderman, Lou"
"Bain, Bob"
"Gohberg, Naftaly"
Bertal-Maubon
"Ronn, E."
"Attari, Yona"
"Heskiaou, Avner"
"Fefer, Lt. Col Itzik"
"Ljubow, Karina"
Prager
"Jacobson, Nathan"
"Amsterdam, Khane"
"Gerstein, Louis"
Choral Group Jewish Theological Seminary
"Soltes, Avi"
"Burkowsky, Isidore"
"Grossman, S.S."
"Fields, Arthur"
"Chernet, Joel"
"Bernardi, Paul"
"Leshaw, Howie"
"Rome, Harold"
"Carroll, Jack"
"Streisand, Barbara"
"Bretton, Elise"
"Freeman, Stan"
"Jun, Rose Marie"
"Hanlon, Allan"
"Romoff, Dick"
"Rogers, Al"
"Sokoloff, Alan"
Abe Katzman's Bessarabian Orchestra
Dave Tarras Orchestra
"Aranov, Sh"
Moldavian Nat'l Folk Orch of Kishyniev
"Seiden, Frank"
Bessarabian Orchestra of Merit
"Linden, Estelle"
Jewish Swing Ensemble
"Golubkova, Yelena"
"Shaporin, Yuri"
"Lichtenstein, A"
"Levine, L"
"Barkauskas, V"
"Lipshutz, Jacob"
"Saxon, Jack"
Nedwik
"Carter, Ray"
"Block, Bobby"
"Kravitz, Bernie"
"Sperell, Chic"
"Parker, Jim"
"Kostiuk, Michal"
"Rejskova, Tereza"
"Lang, Ruben"
"Rothova, Helena"
"Vyhnalek, Martin"
"Bedrnik, Tomas"
Russkyj Orchestra Moskva
"Shulman, Eliyahu"
"Baydera, X."
"Schwartz, Elizabeth"
"Stan, Peter"
"Pekarek, Jeff"
"Benedetti, Fred"
"Butera, Ismael"
"Stachel, Norbert"
"Koonyevsky, Benny"
"Perry, Gene"
"Burridge, Bud"
"Sprague, Tripp"
"Dresser, Mark"
"Varslav, E.H."
"Statchel, Norbert"
"Moser, Diane"
"Mussen, Jim"
"Seifinger, Andreas"
"Jakob, Hans"
"Brodno, Abraham"
"Jampolski, Leyb"
"Beymvol, Rukhl"
"Schweid, Mark"
"Kavadlo, Avi"
"Mosley, Mike"
"Bjorlie, Leo"
"Grossman, J."
"Parish, Mitchell"
"Kompanayetz, Z."
"Vujic, Aleksandar S."
"Lazar, Rich Shadrack"
"Gardner, Rob"
"Ginsberg, S."
"Marek, P."
"Miransky, Peretz"
"Wlast, Andrzej"
"Peter, Stan"
"Fanucchi, Lou"
"Royer, Sprocket J."
"Waisman, Alon"
"Draghici, Damian"
"Thalassa, Flora"
"Kovac, Ludovit"
Grine Bleter
"Lockert, Daniel"
"Winter, Cory"
"Hoy, John"
"Stashull, Norbet"
"Jacobson, J."
WMCA Broadcasters
"Richmond, Ken"
"Shazeer, Shira"
Fish Street Klezmer
"Gerson, Ben"
"Moses, Jason"
"Shube, Billy"
"Green, Martin"
"Green, Sharon"
"Schipper, Neil"
"Gillies, Chris"
"Bilash, Daria"
"Silverstein, Shel"
"Villard, Jean"
"Kristofferson, Kris"
"Revaux, Jacques"
"Francois, Claude"
"Anka, Paul"
"Bernstein, Sharon Jan"
"Tova, Theresa"
"Schaechter, (Ben) Binyumen"
"Strauss, Debra"
"Kaminski, Yehoyshue"
"van Tol, Theo"
"Kross, Rolinha"
"Vink, Bokkie"
"Hampton, Lionel"
"Mulder, Jaap"
"Sijtsma, Jacob"
"Roelofsen, Eric"
"Tseard, Nauta"
"van der Reijden, Sjaak"
"Knaven, Vincent"
"Levi, Yosi"
"Atlas, Urial"
"Guttmann, James"
"Finkel, Elliot"
"Altman, H."
"Chramoy, David"
"Spector, Nathan"
"Lewy, Len"
"Phillips, Mildred"
"Staff, Aaron"
"Adderly, Cannonball"
"Franklin, Eva"
"Motzan, Otto"
"Russotto, Henry A."
"Seltzer, David"
"Darrieu, Matthiau"
"Gutkin, Lisa"
"Sandberg, Steve"
"Schwimmer, Rob"
"London, Louis"
"Darriau, Gabriel Townsend"
"Marshall, Sherryl"
"Myles, Maddie"
"MacLeish, Spencer"
"Melford, Myra"
"Alexander, Aaron"
"Walker-Butler, Samard"
"Heifetz-Licht, Jacob"
"Kindermann, Tine"
"Schechter, Basya"
"Gluck, Pearl"
"Kligman, Jessica"
"Bender, Mona"
"Gottfried, Malke"
"Sitser, Dorothy"
"Near, Holly"
"Chemerinsky, Mordkhele"
"Neff, Abe"
"Horowitz, Professor"
"Höher, Torsten"
"Fleischfresser, Birgit"
"Wolf, Daniel ""Jack"""
"Meyer, Mike"
"Glucharen, Michael"
"Mitterhoff, Barry"
"Selly, Joe"
"Agababayev, Rusian"
"Watts, Elaine Hoffman"
"Hasselbring, Curtis"
"Bellin, Herman G."
"Shapiro, Herman S."
"Purnell, Anna"
"Jacobson, Mike"
"Singer, Rebecca"
"Mann, Moshe"
"Mendelson, Michael"
"Singer, Steve"
"Fishman, A."
"Shevitz, Loren"
"Rosenberg, Stuart"
"Packowitz, R."
"Telebende, Yente"
"Levin, O."
"Scheinberg, R."
"Portnoy, T."
"Nini, Achnoam (Noa)"
"Gould, Timm"
"Solomon, Bill"
"Zels, Martin"
Siegal
"Leslie, Larry"
"Nitzan, Shlomo"
"Chomska, Regina"
"Gurejeva, N."
"Erdeli, O."
"Elimeylekh, Reb of Lyzhansk"
NDR Choir
"Hagen, Werner"
"Samossud, S."
"Cui, Caesar"
"Bron, O."
"Petrov, N."
"Kotljarewskaja, N."
Andreas Trio
"Matteo, V."
"Meshcherin, V."
Labrioma
"Kowaljow, A."
"Kapua, E."
"Chrennikow, T."
"Stassewitsch, L."
"Stradella, A."
"Jasinovsky, M."
"Davidson, J."
"Hirsch, Sam"
Mischa Borr Orchestra
"Borr, Mischa"
"Katz, S."
"Sifronov, A."
State Ochestra Of USSR
"Kunshevetsky, V. N."
"Betishtsheyova, F."
"Mikhailov, P."
"Tutunik, V."
Spiwak (no first name given)
"Simonhoff, Reverend Jacob J."
"Schwarzman, A."
"Brinkmann, Georg"
"Toth, Sandor"
"Reif, Gunter"
"Rupa, Gerard"
"Pansara, R."
"Marsalis, B."
"Livin, M"
"Rumsey, Murray"
"Ostrow, Abe"
"Kahn, Tommy"
"Howe, George"
Leonard (No First Name Given)
"Wolf, Barry (the Wolfman"")"
"Dick, Joel (""Mr"")"
"Vercoutere, Mary"
"Opelia, A."
"Gallet, Louis"
"Liebowitz, Reverend Abraham"
"Winograd, Michael"
"Shechter, Harry"
"Aaronson, Michael"
"Heller, Jacob J."
JEM
"Polinoff, Sasha"
"Freierman, Homo"
"Hramoff, Alexis"
"Kalbouss, Leonid I."
"Maidansky, Boris"
"Mogiloff, George H."
"Poliansky, Constantin"
"Azirkri, Aliza"
"Pavarim, The"
Menakhem (No First Name Given)
"Davidson, Jacob (Yakov)"
Perlmutter's Orchestra
"Lash, Isadore"
"Stekelis, M.Y."
"Gabbai, R."
"Dan, Yoel"
"Levran, M."
"Offen, Y."
"Yizhaki, Y."
"Peretz, E."
"Waren, Harry"
"Brooks, Jack"
"George, Don"
"King, Pee Wee"
"Stewart, Redd"
"Price, Chilton"
"Douglas, Lew"
"Rodde, Roy"
"Laney, King"
"Benjamin, Bennie"
"Weiss, George"
"Brand, Oscar"
"Astore, Luigi"
"Morbelli, Riccardo"
"Stanley, Eddie"
"Merrill, Bob"
"Willet, Slim"
"Algamor, Dan"
Hebrew Arts Chorale (The)
"Gradus, Ben"
"Wolf, Artur"
"Zanin, M."
"Arie, Fedi"
"Bar Shira, S."
"Lutsion, Radu"
"Brodnitz, Julius"
"Hollander, Ludwig"
"Lavender, Pinkhes"
"Moskowitz, Jacob"
"Moskowitz, Esther"
"Schmidt, Paul"
"Lloyd, Vivian"
"Teres, A."
"Bischofwerder, Oberkantor Boas"
"Goldwasser, Kantor Liepe Meyer"
"Deutscher, David"
"Seidermann, Moyshe (Moritz)"
"Hoffman, Watts, Elaine"
"Walker, Bee"
"Twomey, Kay"
"Leiber, Jerry"
"Stoller, Mike"
"Portal, Othlio"
"Ory, Kid"
"Gilbert, Ray"
"Ferrao, Raol"
"Kennedy, Jimmy"
"Zequina, Abreu"
"Olivera, Aloysio"
"Ahlert, Fred"
"Turk, Roy"
"Ahbez, Eden"
"Hoven, George"
"Sherman, Allan"
"Busch, Lou"
"Cannon, Hughie"
"De Curtis, Ernesto"
"Aveling, Claude"
"Pines, J. H."
"Dreyer, Eugene"
"Danoff, Arnold"
"Vigoda, Robert"
"Brumberg, Daniel"
"Schreiber, Oberkantor Akiba"
"Manzia, Luigi"
"Pasquine, Bernardo"
"Gluck, Christoph Willibald"
"Sarti, Giuseppe"
"Carissimi, Giacomo"
"Di Lazzaro, E."
Tagliaferri
"Lazarus, Ariel"
"Beniso, Rev. Cantor Abraham"
"Tuneh, Lily"
"Jenkins, Neil"
"Gilboa, Vardah"
Durante
Prague State Opera Orchestra
"Philippe, Michael"
"Hoffert, Paul"
"Weinstangel, Dr Alexander"
"von Flotow, Friedrich"
"Goldmark, Karl"
"Lehar, Franz"
"Schwartzendorf, Johann Paul"
Martini il Tedesco
"Clutsam, George H."
"Lacalle, Joseph M."
"Karnilova, Maria"
"Golani, Rivka"
"Pitchko, Lawrence"
"Gottbeter, Joseph"
"Gerovitsch, Eliezer Mordecai"
"Horowitz, Rabbi Yitzkhok"
NFTY Choir
"Smolover, David"
"Schoenberg, Arnold"
Men of New England Conservatory Chorus
"de Varon, Lorna Cooke"
"Marsh, Jane"
"Veasey, Josephine"
"Domingo, Placido"
Chorus Pro Musica
"Patterson, Albert Nash"
New England Conservatory Chorus
Boston Symphony Orchestra
"Leinsdorf, Erich"
"Meghnagi, David"
"Mohamed, Abdullah"
"Barlev, Shlomo"
"Cossu, Carlo"
"Fantini, Paolo"
"Fiore, Pepi"
"Puglielli, Nicola"
"Serban, Marian"
"Tawil, Saleh"
"Vigagni, Renzo"
"Hoffman, Avi"
Don Byron Orch
"Epstein, Ethel (Ety)"
"Epstein, Meir"
"Baratoff, Ben-Zvi"
"Dymow, Ossip"
"Hsu, Professor Samuel"
"Bryll, Leo"
"Marchisio, C. V."
"Layosh, Lipa"
"Fab, Joe"
"Matthau, Walter"
"Greenberg, Stephen"
"Greenberg, Joe"
"Hooper, Linda"
"Roberts, Sandra"
"Schroeder-Hildebrand, Dagmar"
"Beer, Rose"
"Beer, Meir"
Leon Berger Choir
"Batitsky, Pavel"
Alter Rebe
"Heilman, Yitzkhak"
The Lost Tribe
"Feder, Miriam"
"Feder, Sylvia"
Ensemble Scholem Alejchem
"Silber, Mirjam"
"Melnik, Hanna"
"Pfister, Gerald"
"Stoiber, Helmut Markus"
"Loberan, Isaak"
"Ensemble Gruppe Galitzianer, Westukraine"
"Terpeluk, Professor Petro"
"Tatarevich, Watcheslav"
"Matkovsky, Dmitro"
"Kovalchuk, Myroslav"
"Karitnig, Claus"
"Lemisch, Alexandru"
"Tscherner, Alexander"
"Bolotny, Sergyi"
"Pfleger, Alfred"
"Piliyavsky, Igor"
"Zymbol, Leonid"
"Meldy, Halina"
"Snaidas, Nell"
"Shammash, Elizabeth"
Vienna Chamber Orchestra
"Jaffe, Elli"
Barcelona Symphony
"Mester, Jorge"
"Henning, Paul"
"Cohen, Harvey"
"Hearshen, Ira"
"Russ, Patrick"
"Finkle, Lucy"
"Ness, Joseph"
"Bronstein, Hilda"
Merlin Shepherd Quartet
"Hamilton, Meg"
"Russel, Simon C."
"Novotny, Tomas"
"Lifshits, Mendl"
"Russell, Simon C."
St Lawrence String Quartet
"Palmer, Todd"
"O'Conner, Helen Tara"
Ying Quartet
"Nuttall, Geoff"
"Shifman, Barry"
"Robertson, Leslie"
"Hoover, Marina"
"Ying, Timothy"
"Ying, Janet"
"Ying, Philip"
"Ying, David"
"Piazzolla, Astor"
"Shiffman, Barry"
"Mason, Ray"
"Shea, Tom"
"Zaludovsky, L."
"Senderii, Samuel"
"Harshav, Benjamin"
"Harshav, Barbara"
"Melamed, Leo"
"Bloch, Chana"
"Kozodoy, Neal"
"Falk, Marcia"
"Schulman, Grace"
"Wolf, Leonard"
"Hollander, John"
International Chorus
"Burgin, Yekhiel"
"Goldman, Alex Marcus"
Alex Marcus Goldman Orchestra
"Levinsohn, Marcia Gruss"
"Frank, Paul"
"Levinsohn, Maurice"
Mohammed. Abdullah
"Berger, Glen"
"Caswell, Ron"
"McKeown, Susan"
"Wedren, Craig"
"Goldfeder, Karen"
"Hrycelak, Steve"
"Narayan, Mann"
They Might Be Giants
"Williams, Jane Kelly"
"Hall, LaTanya"
"Claver, Martha"
"Hensrud, Matt"
"Jensen, Silvie"
"Seabrook, Brandon"
"Cluver, Martha"
"Einhorn, Mme"
"Brown, Harry"
"Shilkret, Warner"
"Kutcher, Marvin"
"Weisser, Joshua S."
"Magidson, Herb"
"Goodman, Jacob E."
"Segal, A."
"Tomas, H."
"Barenblat, M."
"Borodovski, Zvi"
"Granger,Michael"
"Boulez, Pierre"
Royal Concertgebouw Orchestra
"Pittman-Jennings, David"
"Merritt, Chris"
"Burns, JoeSchr"
"Kissen, Murray"
"Gerber, Alex"
"Schwartz, Jean"
"Leslie, Edgar"
Premier Quartet
"Murray, Billy"
"Mohr, Leslie"
"Piantodosi, Al"
"Meeker, Edward"
"Carr, Alexander"
"Jones, Ada"
"Spencer, Len"
"Rose, Julien"
"Burkhart, Maurice"
"Brown, A. Seymour"
"Botsford, George"
"Fitzgibbon, Bert"
"Drislane, Jack"
"Morse, Theodore"
"Collins, Arthur"
"Harlan, Bryan"
"Brockman, James"
"Mendelson, Cantor Jacob Ben-Zion"
"Chevan, David"
"Cleaver, Gerald"
"Mendelson, Daniel"
"Rosengard, Dan"
"Ulrich, Tomas"
"Gottlieb, Danny"
"Richmond, Mike"
"Goldstein, Gil"
"Konitz, Lee"
"Khan, Steve"
"Berg, Bob"
"Dobkin, Deb"
"Redman, Josh"
"King, Carole"
"Mainieri, Mike"
"Mintzer, Bob"
"Rivkin, David"
"Levy, Howard"
"Daniels, Eddie"
"Steig, Jeremy"
"Narrell, Andy"
"Brecker, Randy"
"Shtrum, Haim"
"Goldstein, Miles"
"Soloff, Lou"
"Liebman, David"
"Rosolino, Frank"
"Landinski, S. I."
"Harris, Sidney"
"Barnett, Hinda"
"Zucker, Ben"
Noam Singers
"Frank, Morty"
"Schwartz, Steve"
"Meller, Izzy"
"Leifer, Shmuel"
"Goldstein, Jay"
"Hartabi, Miki"
"Spivak, Rabbi Jack"
"Goldman, Ari"
"ben Shach, Gideon"
"de la Fuente, Maurice"
"Weiss, Mordecai"
"Meyers, Don"
Third Angle Ensemble
"Kiesler, Kenneth"
"Blessinger, Ron"
"Lazarus, Sarah"
"Beck, Rudolph"
"Goldstein, Vivian"
"Zurawin, Bob"
"Brown, Richard"
"Zim, Craig"
"Zim, Eric"
"Sandberg, Lawrence E."
Schinasi
"Farber, Giacomo"
"Moretti, Gloria"
"Biffi, Viva Biancaluna"
"Gosfield, Avery"
"Ferrari, Marco"
"Biggi, Francis"
"Dragoni, Massimilliano"
"Benfenati, Elizabetta"
"Marincola, Federico"
"Escriva, Joan"
"Levita, Elias Bachur"
"Nissim, Paolo"
"Shapiro, Cantor Abraham"
"Cohen, Zipora"
Haganah Men's Quartet
Israeli Folk Symphony Orchestra
"Alvarez, Denise"
"Haller, Meinrad"
"Hornung, MichaBen Avraham, Michael"
"Karnusian, Talita"
"Taubert, Andras"
"Hanson, Omri"
"Aquiaiano, Serafino"
"Sarphati, Joseph"
"Fink, Enrico"
"Lozhinsky, Vera"
"Felsenbaum, Michael"
"Yachnin, Jacob"
"Nachimzon, Gregory"
"Merola, Pat"
"Wall, Cantor Issac I."
"Mandell, Eric"
"Castiello, Francois"
"Girard, Bruno"
"Jastrow, Marcus"
"Gottheil, Gustav"
"Prager, Jacob"
"Bluston, Dr. J."
"Stein, Leo"
"Roskin, Janot Susja"
"Kupfer, Oberkantor Salomon"
"Kopf, Leo"
"Neumann, Oberkantor Karl"
"Novelli, Carlo"
"Nadel, Arno"
"Berkowitz, Simon"
"Levy (Leoni), Oberkantor Wolf"
"Lewi, Wolf"
"Stahl, Felix"
Felix Stahl Orchestra
"Weintraub, Wolf"
Wolf Weintraub Orchestra
"Roth, Mordecai"
"Pinkas, Oberkantor Alberto Meir"
"Klein, Manny"
"Shepard, Thomas"
"Rubin, Meyer"
"Bunker, Larry"
"Flynn, Frank"
"Watts, Susan"
"Brown, Gerry"
"Liebeskind, S."
"Flagg, Kurt"
"Lemisch, Rachel"
"Johnson, Travis"
"Krush, Jay"
"Johnson, Trish"
"Rojanski, Arnon (Arnold)"
Gemishter Khor
"Lewandowski, Oberkantor Manfred"
"Schwarzmer-Lengyel, Josef"
"Torday, Sigmund"
"Jaldati, Lin"
"Rebling, Eberhard"
"Hoffman, Martin"
Martin Hoffman Orchestra
"Yavir, Nikolai"
"Nasarov, Konstantin"
"Babenko, Alexander"
"Richter, Rebecca"
"Kass, Emanuel"
"Rosenbloom, N."
"Wolfe, Artur"
"Meyerbeer, Giacomo"
"Sander, Berthold"
Kulturbund Opera Chorus
"Schwerz, H."
"Pinkasovich, Oberkantor Salmo"
"Torday, Thea"
"Walis, Edward (Eddy)"
Mikhl Mikhalesko Orchestra
"Yellin, Gleb"
"Plotnikoff, Eugene"
Tsherkessen Chor
"Slatkoff, Gregori"
"Gvirts, R."
"Yaffe, G."
"Turk, Toni"
Chamber Orchestra
"Muller, Leybush"
"Fleischman, Manny L."
"Hofman, Leah K."
"Kindman, Sarah"
"Lazar, Matthew"
"Schmidt, Joseph"
"Meyrowitz, Selmar"
Berlin Staatsoper Orchestra
