"title","titleID","genre","hebrewTitle","subject","org","transliteration","music","notes","translations"
"Days Are Like Pennies That You Spend","T16124","Religious/Children/Instructional","","Time/End/Night/Thanks","Alb G-081(a)","","","",""
"When We Go To Bed With A Sleeping Song","T16125","Religious/Children/Instructional","","Night/Dream/Blessing/Awakening/","Alb G-081(a)","","","Includes Blessing in Hebrew",""
"From Tishre To Elul","T16126","Religious/Children/Instructional","","Year/Months/Holidays/Calendar","Alb G-081(a)","","","",""
"For Each Holiday From Tishre To Elul","T16127","Religious/Children/Instructional","","Parents/Prayers/Synagogue/Children/Shana Tova/New Year","Alb G-081(a)","","","",""
"On Yom Kippur Day","T16128","Religious/Children/Instructional","","Yom Kippur/Fasting/Prayer/Reconciliation","Alb G-081(a)","","","",""
"Our Fathers Can't Stay At Home Today","T16129","Religious/Children/Instructional","","Sukkot/Lulav/Esrog/Harvest/Sukah","Alb G-081(a)","","","",""
"Simkhat Torah Is The Day We Enroll","T16130","Religious/Children/Instructional","","Holiday/Simkhat Torah/Scroll/Isaac/Jacob/Moses/Abraham","Alb G-081(a)","","","",""
"Falling Leaves In A Tumbling Time","T16131","Religious/Children/Instructional","","Season/Autumn/Leaves/Work","Alb G-081(a)","","","",""
"Work Days Are Here","T16132","Religious/Children/Instructional","","Work/Sabbath/Rest/Prayer","Alb G-081(a)","","","Includes Hebrew ""Yismakh Moshe""",""
"Can You Answer Me","T22365","","","","","","","",""
"But Shabbat Is No Blessing","T16133","Religious/Children/Instructional","","Compassion/Charity/Help/Sharing","Alb G-081(a)","","","",""
"Mattathias Was Brave","T16134","Religious/Children/Instructional","","Holiday/Chanuka/Macabees/Candles","Alb G-081(a)","","","",""
"I Know Why Purim Is Such Fun","T16135","Religious/Children/Instructional","","Holiday/Purim/Food/Homen Tashen/Megilla/Purim Play","Alb G-081(a)","","","",""
"On Peseach We Tell The Freedom Story","T16136","Religious/Children/Instructional","","Holiday/Passorver/Spring/Seder/Freedom","Alb G-081(a)","","","",""
"Dos Fidele (King)","T14307","Theater","דאָס פֿידעלע (קינג)","Fiddle/Klezmer","","","","",""
"Ishto (Piamenta)","T848","Literary Origin","אשתו (פיאמנטא)","Wife/Marriage/Duplicity/Trapped","Alber 84","","Alber 85","His Wife","Alb A-001(d)"
"The Golden Peacock (Side 1)","T16137","Literary Origin/Theater","","Yiddish Literature/Translation","Alb P-041(a) [Script]","","","",""
"The Golden Peacock (Side 2)","T16138","Literary Origin/Theater","","Yiddish Literature/Translation","Alb P-041(a) [Script]","","","",""
"An Ancient Melody","T42001","","","","","","","See ""Zemer Atik""",""
"Git Azoy","T15067","Instrumental/Concert/Variation","","","","","","",""
"Can You Hear My Voice","T22366","","","","","","","See ""Zemer Nugeh (Kraus)""",""
"Variation IV","T15068","Instrumental/Semi-Classical/Variation/Klezmer","","","","","","",""
"In The Beginning","T15066","Instrumental/Semi-Classical/Variation","","","","","","",""
"Variation I","T42002","","","","","","","See ""In The Beginning""",""
"Variation II","T42003","","","","","","","See ""Git Azoy""",""
"Variation V","T15070","Instrumental/Semi-Classical/Variation","","","","","","Varaition of Bessarabian Wedding Dance",""
"Variation VI","T15071","Instrumental/Semi-Classical/Variation","","","","","","",""
"Variation VII","T15072","Instrumental/Semi-Classical/Variation","","","","","","",""
"Variation VIII","T15073","Instrumental/Semi-Classical/Variation","","","","","","",""
"Variation IX","T15074","Instrumental/Semi-Classical/Variation","","","","","","",""
"Variation X","T15075","Instrumental/Semi-Classical/Variation","","","","","","Recorded under title ""Hopke""",""
"Can't Help Lovin' That Man","T9462","","","","","","","",""
"Variation XIV","T15076","Instrumental/Semi-Classical/Variation","","","","","","",""
"Variation XV","T15077","Instrumental/Semi-Classical/Variation","","","","","","Recorded under title ""Zay Gezunt""",""
"Alta Alta E La Luna","T15078","Sephardic/Folk","","Moon","","","","",""
"Caminado Por La Plaza","T15079","Sephardic/Folk","","","","","","",""
"Siete Dias Con Sus Noches","T15080","Sephardic/Folk","","","","","","",""
"En Al Café Del Amanecer","T15984","Sephardic/Folk","","Love/Coffee House/Serenade/Mother/Daughter/Rejection","Seph Song 27","","Seph Song 27","","Seph Song 27"
"Havlo Con Coraje","T15985","Sephardic/Folk","","Love/Courage/Boldness/MarriageFearless","Seph Song 34","","Seph Song 34","","Seph Song 34"
"Israeli Medley (Progetta Davka)","T14753","","","","","","","",""
"Shir Hamaalos B'shuv Adonay... (Shtern)","T22023","Biblical/Psalm","שיר המעלות בּשוּב יהיה את שיבת ציוֹן (שטרן)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Shir Hamaalos B'shuv Adonay... (Shulman)","T5268","Biblical/Psalm","שיר המעלות בּשוּב יהיה את שיבת ציוֹן (שולמאַן)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Cancion De Raquel","T8838","","","","","","","",""
"Shir Hamaalos B'shuv Adonay... (Gisser)","T9422","Biblical/Psalm","שיר המעלות בּשוּב יהיה את שיבת ציוֹן (גיסער)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Shir Hamaalos B'shuv Adonay… (Rossi)","T11011","Biblical/Psalm","שיר המעלות בּשוּב יהיה את שיבת ציוֹן (ראָסי)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Shir Hamaalos B'shuv Adonay... (Shenker)","T5271","Biblical/Psalm","שיר המעלות בּשוּב יהיה את שיבת ציוֹן (שענקער)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","Pasternak CH 51","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Shir Hamaalos B'shuv Adonay...(Taub)","T5272","Biblical/Psalm","שיר המעלות בּשוּב יהיה את שיבת ציוֹן (טאוב)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Shir Hamaalos B'shuv Adonay.. (Wohlberg)","T5279","Biblical/Psalm","שיר המעלות בּשוּב יהיה את שיבת ציוֹן (וואָלבערג)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Shir Hamaalos B'shuv Adonay... (Guzikow)","T12908","Biblical/Psalm/Instrumental","שיר המעלות בּשוּב יהיה את שיבת ציוֹן (גוזיקאָוו)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Der Badkhn","T379","Klezmer/Theater/Humor","","","","","","",""
"Ukhniem","T42004","","","","","","","See ""Song Of The Volga Boatman""",""
"Black Haired Girl","T42005","","","","","","","See ""Shakhoret""",""
"Childrens Operetta (Unidentified)","T6517","Operetta","","Loss/Poverty/Food","","","","",""
"Cancion El Arbol Del Olvido","T11609","","","","","","","",""
"The Barber","T42006","","","","","","","See ""Shir Hasapar""",""
"Di Balade Funem Vaysn Shayn","T22288","Literary Origin","די באַלאַדע פֿונעם ווײַסן שײַן","Glow/Supernatural/Attraction/Snow/Death","Alb M-003(i)/Manger 23","Alb M-003(i)","","The Ballad of the White Glow","Alb M-003(i)/Manger Wolf 22"
"Altmodishe Balade","T14754","Literary Origin","אַלטמאָדישע באַלאַדע","Klezmer/Daughters/Longing/Unattianable/Nobility/Visions/Age","Alb M-003(i)/Manger 114","Alb M-003(i)","","Old-Fashioned Ballad","Alb M-003(i)/Manger Wolf 74"
"Milkhome Balade","T14598","Literary Origin","מלחמה־באַלאַדע","Fathers/Bleeding/Mothers/Whoring/Children/Hunger/Fear/Chaos","Alb M-003(i)","Alb M-003(i)","","War Ballad  / Written on day that Hitler became chancellor in 1933.","Alb M-003(i)"
"Tsayt Balade","T14599","Literary Origin","צײַט באַלאַדע","Dead Child/Mother/Herman Goering/Singing/Child/Play/Murderer","Alb M-003(i)","Alb M-003(i)","","Time Ballad 1940","Alb M-003(i)"
"Di Balade Fun Di Toesn","T14601","Literary Origin","דיט באַלאַדעאַ פֿון די טעותן","Rabbi/Shul/Priest/Church/Fear/Shelter/Errors/Jews/Gentiles","Alb M-003(i)","Alb M-003(i)","","The Ballad Of The Errors","Alb M-003(i)"
"By The Shores Of Lake Salukes","T14602","Humor/Scatological/Parody/Off Color/Place/Lake","","Place/Indians/Tribe","","","","",""
"Shpil Klezmer Shpil (Feidman)","T21515","Klezmer/Folk","שפּיל קלעזמער שפּיל (פיידמן)","Klezmer/Memory","","","","",""
"Shpil Klezmer Shpil (Warshauer)","T21514","Theatre/Klezmer","שפּיל קלעזמער שפּיל (וואַרשאַווער)","Klezmer/Fiddle/Memory/Imagination/Melody/Passion","","","","Adapted for Rosalie Gerut and Friends by Jeff Warshaver","Alb G-040(a)"
"A Kholem (Ehrlich)","T20434","Religious","אַ חלום (עהרלעך)","Peace/Yearing/Hope","Alb Y-005(j)","","","",""
"Candide Overture","T9413","","","","","","","",""
"Lilacs","T42007","","","","","","","See ""Perakh Haleykh""",""
"An Old Love Song","T42008","","","","","","","See ""Shir Ahava Atik""",""
"What A Suke","T42009","Literary Origin","","","","","","See ""Shoyn Eyn Mol A Suke""",""
"Eynzam (Hirsh)","T23210","Literary Origin","אײנזאַם (הירש)","Lonliness/Alienation/Mice/Drunkeness/Wine/Tavern","Alb L-001(a)/ML MTAG 162/Manger 183/R-024(d)/W-035(a","Alb L-001(a)/ML MTAG 162/R-07(f)4/R-024(d)/Alb S-098(b)/W-035(a)","ML MTAG 163/Manger Roz 324/","","Leftwich GP 569/R-07(f)4/B-069(a)/R-024(d)/Alb S-098(b)/W-035(a)"
"A Pair From Heaven","T14603","Theater/Video/Comedy/Humor","אַ פּאָר פֿון גאָט","","","","","",""
"Cantor Joseph Malovany","T14604","Religious/Cantorial","החזן יוסף מלוני    אוצרות החזנות","","","","","DVD Title",""
"Dos Feygele (Gilrod)","T15657","Theater/Operetta","דאָס פֿייגעלע (גילראָד)","Love/Passion/Yearing","","","","From the operette ""Di Yiddishe Neshome"" See Heskes 274. Also Ikh Benk Aheym (Satz) is also in ""Di Yiddishe Neshome""",""
"Sing A Song","T42010","","","","","","","See ""Dabri Shir""",""
"Slonimer Nign","T15322","Chassidic/Nigun/Slonim","סלאָמינער ניגון","","","","","Part of Medley titled ""Slonim Nigun/Badkhones/Yossi's Nigun""",""
"Badkhones (Warshavsky)","T15323","Folk/Literary Origin","בדחנות (וואַרשאַווסקי)","Bride/Groom/Marriage/Warning/Passages","","Alb W-021(d)","","Part of Medley titled ""Slonim Nigun/Badkhones/Yossi's Nigun""","Alb W-021(d)"
"Candle Blessing, Hashkivenu","T22367","","","","","","","",""
"Yossi's Nign","T15324","Chassidic/Nigun/Vizhnitzer","יאָסיס ניגון","","","","","Part of Medley titled ""Slonim Nigun/Badkhones/Yossi's Nigun""",""
"Royter Vayn (Warschauer)","T16321","Literary Origin","רויטער ווײַן (וואַרשאַווער)","Wine/Red/Blood/White/Tears/Beer/Foam/Grey/Hair/Aging/Memory","","Alb W-021(d)","","","Alb W-021(d)"
"Doyne/Hora/Hongas","T16323","Medley/Klezmer","","","","","","",""
"In A Mazldiker Sho","T15600","Medley/Folk/Klezmer","אין אַ מזלדיקער שעה","Passover/Peysekh/Marriage/Trick/Groom/Peace","","Alb W-021(d)","","","Alb W-021(d)"
"Sholom Velt Der Gantser","T15601","Literary Origin","שלום וועלט דער גאַנצער","Peace/Shabos/Brotherhood/Week/Labor","","Alb W-021(d)","","","Alb W-021(d)"
"Rejoicing","T15331","Medley/Folk/Klezmer","","Drink/Humor/Wedding/Family/Bride/Groom/","","Alb W-021(d)","","","Alb W-021(d)"
"Tsigayner Lid  (Schaefer)","T42011","Literary Origin","ציגײנער ליד (שייפֿער)","Gypsy/Colors/Braids/","","","","",""
"Beyle Schaechter-Gottesman: Harbstlid","T15464","Literary Origin/Interview","ביילע שעגטער־גאָטעסמאַן; האַרבדטליד","Painting/Poetry/Music","","","","",""
"Layla Ha-D'mama","T42012","Israeli/Pioneer/Jewish Agency","לילה הדממה","Kibbutz/Night/Silence/Memories/Cows/Moon","","","","",""
"Evening Mood","T42013","","","","","","","See ""Layle Ha-D'mama""",""
"Candle Blessings (Gottlieb)","T9135","Religious","","Sabbath/Blessings","","","","",""
"Di Konkurentn","T42014","","","","","","","See ""Konkurentn""",""
"Competitors","T42015","","","","","","","See ""Konkurentn",""
"Dos Reydele Dreyt Zikh (Aleichem)","T15467","Literary Origin","דאָס ריידעלע דרייט זיך (עליכם)","Menakm Mendl/Business/Investment/Loss/SavingsMoney/Family/","","","","",""
"A Seat By The Eastern Wall","T42016","","","","","","","See ""Di Mayers Un Di Shneyers""",""
"Koh Ribon","T16480","Religious","קה רבון","","","","","",""
"Mirele Efros (Video)","T15471","Drama/DVD","מירעלע עפֿראָס (ווידיאָ)","Mother/Chikdren/Conflict/Family/Inlaws/Business/Bar Mitzva/","","","","",""
"Morgn Blumen","T15798","Holocaust","מאָרגן בלומן","Flowers","","","","",""
"Fray Shvimen Shifn","T10450","Holocaust","פֿרײַ שווימען שיפֿן","Ships/Freedom/Hope/Wandering","","","","",""
"Es Vet Geshen","T42017","","","","","","","See ""Fray Shvimen Shifn""",""
"Slushai","T14971","Holocaust","","","","","","",""
"Candle Dance","T22368","","","","","","","",""
"Ir Fregt Mikh Farvos","T15506","Literary Origin","איר פֿרעגט מיך פֿאַרוואָס","Purpose/Poetry/Voice/Present/Sunset/Storm","","Alb S-111(a)","","","Alb S-111(a)"
"Bleter","T16162","Literary Origin/Children","בלעטער","Leaves/Wind/Fluttering/Flying/Falling/Lying/Verbs/Actions","","Alb S-111(a)","","","Alb S-111(a)"
"Zilber-Shtern","T42018","Literary Origin","זילבער שטערן","Stars/Youth/Aging/Death","","Alb S-111(a)","","","Alb S-111(a)"
"Vinter Ovnt (Neygreshel)","T11590","Literary Origin","װינטער אָװנט (נייגראָשעל)","Quiet/Beggar/Darkness/Melancholy","Alb G-048©","Alb G-048©","","",""
"Wedding Scene","T16902","","","","","","","",""
"Kheyder Scene","T16901","","","","","","","",""
"Zmiros (Ashkenaz)","T16900","","זמירות (אשכנז)","","","","","",""
"Lost Jewish Music Of Philadelphia","T42019","Video/Klezmer/Documentary","","","","","","",""
"Candy And Cakes (Konfetki Baran..)","T11814","","","","","","","",""
"Israeli Scenes 1951","T15332","","","Place/Israel","","","","",""
"Kol Nidre (Video)","T16417","Religious/Liturgical/Yom Kipur","כּל נדרי (ווידיאָ)","Vows","Alb B-033(i)","","","","Alb R-009(b)/Alb B-026(b)/Alb B-033(b)/V0121"
"Sport Iz Di Letste Vort","T42020","","","","","","","",""
"Benny Goodman Assimilation Scene","T16418","","","","","","","",""
"Tauber Shpilt","T16419","","","","","","","",""
"In Feld (Dillon)","T42021","Literary Origin","אין פֿעלד (דילאָן)","Sorrow/Death/Fields/Solitude/Aging/","","","","",""
"A Nar (Bachlund)","T42022","Folk Saying","אַ נאַר (באַכלונד)","Fool/Half Prophet","","","","Four Folk Sayings",""
"Crotona Park","T15605","Literary Origin","קראָטאָנע פּאַרק","Girls/Youth/Autumn/Botticelli/Dream/Vision","","","","",""
"Canon","T9890","","","","","","","",""
"Sir Greenbaum's Madrigal","T15857","Parody/Humor","","Knight/Occupation/Dragons/Armor/Marriage/Dry Goods","","","","Parody of ""Greensleeves""",""
"Yodel Dreidel","T15865","Parody","","Chanukah/Dreydl/Yodelling/","","","","Parody of ""I Have A Little Dreydl""",""
"Thank God I'm A Jewish Boy","T15872","Parody/Humor","","Instrucional/Identity/Observance/Food/Holidays/Hebrew School","","","","Parody of Thank God I'm A Country Boy""",""
"Famous Jews","T15877","Rap","","Identity/Jews/Fame/","","","","",""
"Be True To Your Shul","T15888","Instructional","","Loyalty/Synagogue/AZA/Adolecent/Congregation/Observance","","","","Parody of ""Be True To Your School""",""
"Don't Worry Keep Kosher","T15896","Instructional/Parody","","Kashruth/Food/Bacon/Ham/Hadassah/Men's Club/Taco Bell/","","","","Parody of ""Don't Worry, Be Happy""",""
"Pretty Fly For A Rabbi","T15899","Pop/Parody","","Rabbis/Current/New/Replacement/Succession/Congregation","","","","Parody of ""Pretty Fly (For A White Guy)"""
For younger generation (as of 2008)  ""Fly"" means ""Hip"" ""Cool"" ""With It""",""
"As Kosher As The Wanna Be","T15904","Instructional","","Observance/Food/Kashruth/Torah/Crab/Pork","","","","",""
"They Ain't Makin Jews Like Jesus Anymore","T14841","Novelty/Country Rock/Satire","","Bigotry/Racism/Violence/Surprise/Jews/Jesus/Stereotype","Ephemera 797/Ephemera 1491","","","",""
"Cante De Novia","T8415","","","","","","","",""
"The Inquisition","T18895","Humorous (Supposedly)/Novelty","","Inquisition/Torture/Conversion/Marranos/Pain/Confession/","","","","",""
"You'll Never Get The Party Started","T18913","Rap/Hard Rock","","Gernerations/Conflict/Mother/Sisters/Behavior/Broken Home","","","","",""
"Man Of Constant Tsuris","T20985","Parody/Novelty","","Troubles/Places/Climate/Wife/Children/Aging/Prostate","","","","Parody of ""Man of Constant Sorrow""",""
"Take A Walk On The Kosher Side","T42023","","","","","","","",""
"Holy Days","T21002","Parody/Soft Rock/Pop/Instructional","","Food/Fasting/Holidays/Observance/Mikveh/Atonement","","","","",""
"Learning To Dance The Hora","T21011","Latin/Pop/Novelty","","Mambo/Hora/Ineptitide/Dance","","","","Is this a melody by Orestes & Cachao Lopez under title ""Mambo""?",""
"A Jew At Christmas","T21018","Parody/Pop","","Christmas/Chanukah/Chinese Food/Identity/Santa Claus","","","","Parady of ""I'ts Good To Be Home on Christmas Day""",""
"Oh Promise Me!","T21028","Love/Wedding","זאָג מיר צו","Love/Fidelity/Eternity/Faith/Passion","","","","Original English song written in 1889. Original Lyrics by Clement Scott (1841-1904)",""
"Zug Mir Tsu","T42024","","","","","","","See ""O Promise Me""",""
"A Shtikele Broyt","T42025","Lament/Theater","אַ שטיקעלע ברויט","Brides/War/Hunger/Hopelessness","","","","",""
"Cantillation Haftora, Joshua 01:01","T22370","","","","","","","",""
"Milkhome Kales","T42026","Theater/Lament","מלחממה כּלות","War/Bride/Desertion/Lonliness","","","","",""
"Uncle Moses","T17937","Film/Militant","אָנקל מאָזעס","Labor/Strikes/Union/Boss/Sweatshop/Love/Values","","","","",""
"Dzigan & Schumacher in The Jolly Paupers","T17947","Musical Comedy","דזשעגען און שומאַגער און די פֿרייליכער קבצונים","Promoter/Tailor/Oil/Fraud/Paupers","","","","",""
"Ikh Vil Zayn A Border","T17959","Comedy/Sketch","איך וויל זײַן אַ  באַרדער","Marriage/Divorce/Relationship/Border","","","","",""
"Itzak Perlman in the Fiddler's House","T15797","Klezmer/Documentary","","Musicians/Technique/Modern Klezmer Groups","","","","",""
"The Legend of Jewish Humor","T14972","Documentary/Performances","","Humor/Culture/Jews/Comedians","","","","",""
"A Shtot Baym Yam","T42027","","","","","","","See ""A City By The Sea""",""
"Entre'Acte","T42028","","","","","","","See ""Antrakt""",""
"Kadya Molodowsky read by Abe Luski","T14973","Spoken Word/Literary Origin/Spoken Word","","Kadia Molodovsky/Poetry/Literature/Yiddish","","","","",""
"That Is Yiddish Entertainment","T14974","Theater/Film/Novelty/Humor/Documentary","","Entertainment/Theater/Musicals","","","","",""
