"albumID","albumName","albumNameYiddish","linenote","rpm","LP_BOX","format","timeMade","languages","genre","whereProduced","comments","trackNumber","notes","fauLink","dateMade","provenance","cassette","cd"
"AP388","Lieut. Jos. Frankel's Orch./ Fraytik Nokhn Tsimes/ Dem Rebns Nign","","","0","0","78rpm 10 inch","","","","","","0","Tape 07","","","","",""
"AP3880","Sephardic Songs From Spain to Istanbul: The Came From Far Away (Video)","","","0","0","DVD","28:00:00","","Documentary/Sephardic","Turkey","","1","This album has not been catalogued at the title or track level. Made for Turkish Television","","2004","Library Purchase","",""
"AP3881","Eliyahu Shalom Sings Songs by Seymour Rockoff/ L'maan Tzion","למען ציון לא אחשה","","0","0","33 1/3 rpm 12""","","English/Hebrew","Religious/Pop","USA","","10","This album has not been catalogued at the title or track level.","","1976","Gift of Bart Banks, July 2011","",""
"AP3882","Zev Jabotinsky/ Interview January 1931","זאב ז'בוטנסקי  דרום אפריקה","","0","0","CD Copy","","Hebrew","Spoken Word/Historical","South Africa","","1","","","Jan 1931","Courtesy of Lazar Trachtenberg July 2011","","x"
"AP3883","Almonds and Wine (Video)","","","0","0","DVD (from Internet)","","Yiddish","Musical/Animation/Artwork","Canada","","1","","","","Downloaded from Web","",""
"AP3884","Jack Gottlieb/ Working & (Not Working) with Bernstein (Video)","","","0","0","DVD (from Internet)","","English","Interview","USA","","1","","","2010","","",""
"AP3885","Jack Gottlieb/ Interviewed by Neil Levine (Video)","","","0","0","DVD (from Internet)","","English","Interview","USA","","1","","","1998","Downloaded from Web","",""
"AP3886","Shivat Tzion / Return To Zion Vol. 2","שיבית ציון 2","","0","0","","","English/Hebrew","Compilation/Zionist","Havertown, PA","","10","This album has not been catalogued at the title or track level.","","1988","Gift of Barton Banks, August 2011","x",""
"AP3887","Sarah Fersht /Field Tape/From Reel To Reel","","","0","0","Reel to Reel/CD copy","","Yiddish","Field Recording","Philadelphia, PA","","7","Recorded at the Neuman Senior Center, 6600 Bustelton Avenue, Philadelphia","","1978","Gift of Molly Freedman, 1978","x",""
"AP3888","Niggunim of Belz Hassidim playing with HaRav  Jeremy H. Daman. Kol Dodi, Voice of my Beloved, ""Here it Comes""","ניגוני חסידי בעלזא עם בעל המנגן הרב ירמי' ח. דמן. קול דודי. הנה זה בא","","0","0","Cassette Tape/Audio CD Copy","","Hebrew","Belz/Hassidic/Religious/Love songs","","","10","","local","","Israeli Counsulate, Philadephia, April 2003","x","x"
"AP3889","And Said The Fathers/ Niggunim of The Rebbe Mr. Elimelech Meliz'ansk, may his merit sheild us, Conducting: Rav Chiam Bent","והשיב לב אבות / ניגוני הרבי ר' אלימלך מליז'ענסק זי""ע .ניצוח: ר' חיים בצט","","0","0","Cassette/Audio CD copy","","Hebrew","Religious","Jerusalem, Israel","","9","This album has not been catalogued at the title or track level.","local","","Israeli Counsulate, Philadephia, April 2003","x","x"
"AP389","Rekhtzayt, Seymour/ Bist Mir Mazldik Rokhele/ Rozhinkes Mit Mandlen","","","0","0","78rpm 10 inch","","","","","W/Harry Lubin Orch.","0","Tape 06","","","","",""
"AP3890","There is State of Mind-Israeli Music Festival with Ben-Moshe and his band/Soloist: David Moyel","יש מצב רוח/חפלה ישראלית עם בן-מוש ולהקתו/סולן: דודו מויאל","","0","0","Cassette tape/Audio CD copy","","Hebrew","Festival/Pop","Israel","13 titles listed, appear to be only 7 tracks","7","This album has not been catalogued at the title or track level.","","1985","Israeli Counsulate, Philadephia, April 2003","x","x"
"AP3891","Yardena Arazi/ Gypsy Soul","ירדנה ארזי/נשמה צוענית","","0","0","Cassette Tape/Audio CD copy","","Hebrew","Gypsy, Folk","tel-Aviv Israel","","6","This album has not been catalogued at the title or track level.","","","Gift from Doris Samitz, Nov 20th 2001","X","x"
"AP3892","HaShem Always/ talking and singing","האשם תמיד/מדבר ומזמר","","0","0","Cassette Tape","","Hebrew","Funk/Beat/Religious","Israel","","10","This album has not been catalogued at the title or track level.","","1986","Israeli Counsulate, Philadephia, April 2003","x",""
"AP3893","Holiday Caress/30 toddeler songs/Holiday songs","חג לטף 30 שירי שירי חגים לפעוטות","","0","0","Cassette Tape","","hebrew","Childrens/Holiday","Israel","","30","This album has not been catalogued at the title or track level.","","1978","Israeli Counsulate, Philadephia, April 2003","x",""
"AP3894","The original cast: The world of Jacques Brel","ישראפון ובימות מגישים/ עולמו של ז'אק ברל","","0","0","Audio CD","","Hebrew","Teather/Vocal/Play","Israel","","16","This album has not been catalogued at the title or track level.","","1970","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3895","Shishi Shabbat/Cantor Ehud Udi Spielman & B'nai Torah Congregation","שישישבת","","0","0","Audio CD","","Hebrew","Cantorial/Religious/Shabos","Boca Raton, FL","","21","This album has not been catalogued at the title or track level. /Shabbat Morning- Shaharit","","","Gift of Bart Banks, March, 2010","","x"
"AP3896","Dudu Aharon, There is Nothing like Love","דודו אהרון: און כמו אהבה","","0","0","Audio CD","","Hebrew","Israeli / Pop","Israel","","16","This album has not been catalogued at the title or track level.","","2011","Purchase FNAC Lyon, France, October 23, 2013","","x"
"AP3897","Lior Narkis, If You Come Down","ליאור נרקיס: אם תרדי","","0","0","Audio CD","","Hebrew","Israeli / Pop","Israel","","15","","","2012","Purchase FNAC Lyon, France, October 23, 2013","","x"
"AP3898","Amsterdam Klezmer Band: Mokum         Live at Studio 150","","","0","0","Audio CD","","Yiddish/Dutch/Russian","Klezmer","","","16","This album has not been catalogued at First Line level.","","2012","","","x"
"AP3899","Crazy Otto Rides Again","","","0","0","33 1/3 rpm 12"", Audio CD copy","","English","Pop Instrumental, Barrelhouse  Piano, Vocal","USA","Palesteena","12","This album has not been catalogued at the title or track level.","","1951","","","x"
"AP39","Jewish Folk Songs    Joey Adams - Sholom Secunda with Guests","","","0","3","","","","","","","0","","","","","",""
"AP390","Wilner, Max/ A Kale Bazetsn/ A Bobes Gebet","","","0","0","78rpm 10 inch","","","","","W/Abe Ellstein and Orch. (Also tape 015-Box 045T.)","0","Tape 06","local","","","",""
"AP3900","Songs of Sepharad ""I'd like to begin the story""","Canciones de Sefarad ""Empezar quiero contar""","","0","0","Audio CD","","Ladino/Judeo-Spanish","`Sepharadic / Spanish","Spain","","19","This album has not been catalogued at the title or track level.","","2000","Purchase FNAC Lyon, France, October 23, 2013","","x"
"AP3901","Three Cultures - Jews, Christians and Muslims in Medieval Spain","Tres Culturas - Judios, Cristianos y Musulmanes en La Espana Medieval","","0","0","Audio CD","","Hebrew/ Ladino/Judeo-Spanish,","Medieval / Sepharadic / Spanish","Spain","","18","This album has not been catalogued at the title or track level. Christian Music Life And Pilgrimage Music for the Road to Santiago de Compostela","","1998/2011","Purchase FNAC Lyon, France, October 23, 2013","","x"
"AP3902","Talila     Le Temps Des Bonheurs","","","0","0","Audio CD","","French, Yiddish","Yiddish Folk / Compilation","France","","15","This album has not been catalogued at the title or track level.","","2012","Purchase FNAC Lyon, France, October 23, 2013","","x"
"AP3903","Sirba Octet        A Yiddishe Mame","","","0","0","Audio CD","","French / Yiddish","Yiddish Folk / Compilation","E.U. ? European Union, or United States","","10","This album has not been catalogued at the title or track level.","","2007","Purchase FNAC Lyon, France, October 23, 2013","","x"
"AP3904","CultureBuzz Converses with Astrith Baltsan: Israel's Anthem ""Hatikvah"" (The Hope)  (Video)","","","0","0","DVD","27:00:00","English/Hebrew","Spoken Word/Piano","Israel","","1","This album has not been catalogued at the title or track level. Origins of text and melody of Hatikvah and Yerushalayim Shel Zehav","","","Downloaded from Utube","",""
"AP3905","Lost Town (Video)","","","0","0","DVD","90:00:00","English","Spoken Word/Documentary/History","USA","","1","","","2014","Purchase, Bookstore, Yiddish Book Center, July 2015","",""
"AP3906","Der East Side Fun Amol/ Jane Peppler & Friends","","","0","0","Audio CD Download From Internet","68:00:00","Yiddish","Yiddish/American/Pop","USA","","19","","","2015","Downloaded from Internet, Sept 2015","","x"
"AP3907","Mark Aizikovitch/Shine My Star/","Gori Sori Moia Zvezda","","0","0","","57:00:00","Russian/Ukranian","Compilation","","","15","This album has not been catalogued at the title or track level.","","","Purchase, Europe","",""
"AP3908","Mark Rubin: Jew of Oklahoma/ Southern Discomfort","","","0","0","Audio CD","","English","Rock/Novelty/Mountain/Dixieland/Doyne Fusion","Austin Texas","","12","","","2015","Downloaded from Internet via CD Baby, Sept 2015","","x"
"AP3909","Jim Guttman/ Bessarabian Breakdown","","","0","0","Audio CD","","","Klezmer/Instumental/ Various Genres","Boston, MA","","11","This album has not been catalogued at the title or track level.","","2010","Purchase, Book Store,Yiddish Book Center, July 2015","x",""
"AP391","Oysher, Moyshe/ Dos Keshenever Shtikele/ Grine Bleter","","","0","0","78rpm 10 inch","","","","","W/Sam Medoff and Orch.  Also Tape 25.","0","Tape 06","","","","",""
"AP3910","Paulina Shepherd / Three Centuries Ago","","","0","0","Audio CD","","Russian/Yiddish/Hebrew","Klezmer/Concert/Jazz","Sussex, England","","11","","","2014","Purchase, Book Store,Yiddish Book Center, July 2015","x",""
"AP3911","Nigunim/ London/ Sklamberg/ Caine","","","0","0","Audio CD","","Hebrew/Yiddish","Klezmer/Religious/Chassidic/Traditional","New York, NY","","9","This album has not been catalogued at the title or track level.","","1998","Purchase, Book Store,Yiddish Book Center, July 2015","x",""
"AP3912","Yiddish Art Trio/ Patrick Farrell/ Benjy Fox Rosen/ Michael Winograd","","","0","0","Audio CD","","Yiddish","Klezmer/Concert/Various","Goshen, CT","","13","This album has not been catalogued at the title or track level.","","2014","Purchase Bookstore Yiddish Book Center, July 2015","","x"
"AP3913","Meir Ariel The Collection 4","מאיר אריאל  הולך בטל ומועד ונופל 4","","0","0","Audio CD","","Hebrew","Compelation","Israel","5 albums, includes lyric book with illlustrations","16","This album has not been catalogued at the title or track level.","","","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3914","Meir Ariel The Collection 5","מאיר אריאל  הולך בטל ומועד ונופל 5","","0","0","Audio CD","","Hebrew","Compelation","Israel","5 albums, includes lyric book with illlustrations","16","This album has not been catalogued at the title or track level.","","","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3915","Singing And Dancing Folk Dancing Collection","שירם ורוקדים יחד ריקודי מעגלים","","0","0","Audio CD 4 set","","Hebrew","Dance/Compelation","Israel","","20","This album has not been catalogued at the title or track level.","","2001","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3916","Singing And Dancing Folk Dancing Collection 2","שירם ורוקדים יחד ריקודי מעגלים 2","","0","0","Audio CD 4 set","","Hebrew","Dance/Compelation","Israel","","20","This album has not been catalogued at the title or track level.","","2001","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3917","Singing And Dancing Folk Dancing Collection 3","שירם ורוקדים יחד ריקודי מעגלים 3","","0","0","Audio CD 4 set","","Hebrew","Dance/Compelation","Israel","","20","This album has not been catalogued at the title or track level.","","2001","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3918","Singing And Dancing Folk Dancing Collection 4","שירם ורוקדים יחד ריקודי מעגלים 4","","0","0","Audio CD 4 set","","Hebrew","Dance/Compelation","Isreal","","20","This album has not been catalogued at the title or track level.","","2001","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3919","Gevatron the Collection 1","הגבעטרון שוב יוצא הזמר","","0","0","Audio CD 4 set","","Hebrew","Folk Singing/Dancing","Israel","","18","","","2000","Israeli Counsulate, Philadephia, April 2003","","x"
"AP392","Skulnik, Menashe/ Baby Sitter/ Na Dir Mayns, Gib Mir Dayns","","","0","0","78rpm 10 inch","","","","","W/Abe Ellstein and Orch. Also Tape 30.","0","Tape 06","","","","",""
"AP3920","Gevatron the Collection 2","הגבעטרון ים השיבולים","","0","0","Audio CD 4 set","","Hebrew","Folk Singing/Dancing","Israel","","18","","","","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3921","Israeli Scouts Friendship Caravan 2001","צופי ישראל 2001","","0","0","Audio CD","","Hebrew/ English/ Yiddish","","","music Director: moshe yossef","13","This album has not been catalogued at the title or track level.","","2001","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3922","Andi Joseph/ I've Got Shabat Feeling","","","0","0","Audio/CD","","English/Hebrew","Children/Rock/Religious","Lenni, PA","","28","This album has not been catalogued at the title or track level.","","1999","Purchase, Temple BZBI, 18th & Spruce Sts., Phila., PA December 2012","","x"
"AP3923","Catskills on Broadway/ Freddy Roman/ Mal Z Laurence/ Dick Capri/ Louise Duart","","","0","0","Audio CD","70:00:00","English","Theater/Humor/Stand Up Comedy/Borscht Belt","Beverly Hills, CA 90210","","6","","","1994","","",""
"AP3924","Reb Pinkhas Mordkhe Tayts / Tractate Tonit / Fasting","ר"" פּנחס מרדכי טײַץ זצ""ל  מסכת תענית המפורש (על סדר הש""ם","","0","0","Cassette","","Yiddish","Spoken Word/Religious/Talmud","","","1","This album has not been catalogued at the title or track level.","","","","x",""
"AP3925","The Yarkon Trio/The new program","שלישית גשר הירקון/ שתכנית החדשה","","0","0","Audio CD","","Hebrew","Love/Vocal Trio/Pop","Israel","","13","","","1994","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3926","The Dove of Peace songs of Talma Alyagon","התקוה חוזרת ללב שירים של תלמה אליגון","","0","0","Audio CD","","Hebrew","Pop/Vocal","Isreal","","20","This album has not been catalogued at the title or track level.","","1998","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3927","Yossi Banai sings Brassens","יוסי בנאי שר בראסנם","","0","0","Audio CD","","Hebrew","Vocal","Israel","","21","","","1997","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3928","My Homeland/Ronit Ofir/Songs we sang then/ A","למולדתי/רונית אופיר/שירים ששרנו אז/א","","0","0","Audio CD set of 3 albums+book","","Hebrew","Israeli","Israel","","19","This album has not been catalogued at the title or track level.","","","Israeli Counsulate, Philadephia, April 2003","","x"
"AP3929","The Wandering Jew/ Jacob Ben Ami/(Video)","","","0","0","DVD Copy","","Yiddish","Drama/Anti War/Anti Natzi","","","1","","","1933","Courtesy of Lazer Trachtenberg","",""
"AP393","Lebedeff, Aaron/ Rumenye, Rumenye/ Dos Oybershte Fun Shtoysl","","","0","0","78rpm 10 inch","","","","","W/Sholom Secunda Orchestra. Track 1.","0","Tape 06","","","","",""
"AP3930","Hill Country Hannukah / A Celebration of Jewish Culture in Central Texas hosted by Mark Rubin","","","0","0","Audio CD","","Hebrew/Yiddish","Klezmer/Country/Jazz/Ecclectic","Austin, Texas","","13","","","2001","Gift of Robert & Molly Freedman, Purchase KlezKamp December 2001","","x"
"AP3931","Tales Our Fathers Sang/ Yale Strom with Members of his bands Klazzj and Hot Pstromi/ New Jewish Music with Tam","","","0","0","Audio CD","69:00:00","","Instrumental/","New York, NY","","28","","","1999","Gift of Robert & Molly Freedman","","x"
"AP3932","A Pinch of Snuff and other stories by Boris Sandler read by: Mina Bern, Shifre Lerer, David Rogow","אַ שמעק טאַבעקע און אַנדערע דערציילונגען פֿון באָריס סאַנדלער","","0","0","Audio CD","","Yiddish","Spoken Word/Literary Origin","New York, NY","","4","","","2001","Gift of Robert & Molly Freedman","","x"
"AP3933","The Golden Peacock/Ten Yiddish Writers read from their poetry and verse/ The Voice of the Yiddish Writer/Sheva Zucker","די גאָלדענע פּאַווע דאָס קול פֿון דעם ייִדישן שרײַבער","","0","0","Audio CD","","Yiddish","Spoken Word/Literary Origin","Durham, NC","","44","","","2001","Gift of Robert & Molly Freedman, Purchase KlezKamp 2001","","x"
"AP3934","Belz, Mein Heimele/ Yiddish Songs/ Balazs Fellegi and his Friends","","","0","0","Audio CD","54:19:00","Yiddish?Hungarian","Theater/Literary Origin/Folk","Hungary","","18","","","2001","Gift of Robert & Molly Freedman","","x"
"AP3935","Monica Vardimon/ The Songs of my Heart/ Di Lider Fun Mayn Harts","די לידער פֿון מײַן האַרץ מוניקה ורדעמון","","0","0","Audio CD","47:27:00","Yiddish","Compilation/Theater/Folk","Israel","","12","","","","Purchase from The Forward, New York City, September 2010","","x"
